id,hotel_cluster
5051,83  6 18 90 15
5052,91 48 41 30 42
5053,31 12 99  7  9
5054,18 71 34 91 84
5055,91 48 41 30 42
5056,91 48 41 30 42
5057,60 91 48 41 30
5058,57 12 40 97 50
5059,91 48 41 30 42
5060, 6 16 95 55 69
5061,91 48 41 30 42
5062,91 48 41 30 42
5063,91 48 41 30 42
5064,91 48 41 30 42
5065,91 48 41 30 42
5066,91 48 41 30 42
5067,91 48 41 30 42
5068,37 90 91 48 41
5069,39 91 48 41 30
5070,91 40 94 48 13
5071,19 68 18 41 91
5072,47 40 77 91 39
5073,91 48 41 30 42
5074,91 48 41 30 42
5075,25 26 31 15 39
5076,91 48 41 30 42
5077,21 91  9 13 28
5078, 2 59 99 37  5
5079,97 86 30 64 25
5080, 2 38 78 29 89
5081,91 48 41 30 42
5082,91 48 41 30 42
5083, 1 45 79 24 71
5084,46 43 20 78 67
5085,91 48 41 30 42
5086,95 18 41 91 37
5087,16 91 48 41 30
5088,91 48 41 30 42
5089,68 69 97 91 48
5090,91 48 41 30 42
5091,91 48 41 30 42
5092,91 48 41 30 42
5093,91 48 41 30 42
5094,83 55 91 21 68
5095,47 61 91 48 41
5096,91 48 41 30 42
5097,91 48 41 30 42
5098, 7 33 42 48 91
5099,48 91 91 48 41
5100,91 48 41 30 42
5101,91 48 41 30 42
5102,91 48 41 30 42
5103,91 16 95 28 21
5104,51 59 25 21 91
5105,91 48 41 30 42
5106,61 81 11 29 30
5107,34 54 65 66 71
5108, 1 45 79 24 71
5109,52 20 31 30 37
5110,28 73 13 32 33
5111,82 76 60 67 12
5112,87 20 22 31 34
5113, 1 45 79 54 24
5114,72  4 94 98  5
5115,91 15 47 91 48
5116,91 48 41 30 42
5117,47 40 77 91 39
5118,15 43 91 48 41
5119,91 48 41 30 42
5120, 9 68 72 95 16
5121,51 68 18 91 97
5122,74 91 48 41 30
5123,18 71 34 91 84
5124,54 17 76 77 91
5125,91 48 41 30 42
5126,91 48 41 30 42
5127,19 59 13 49  4
5128,65 52 96 66 87
5129,91 48 41 30 42
5130,91 48 41 30 42
5131,91 48 41 30 42
5132,91 48 41 30 42
5133,72  5 13 55 91
5134,72  4 70 16 26
5135,56 41 70 21 69
5136,91 48 41 30 42
5137,39 70 72 40 94
5138,12 91 48 41 30
5139,82 20 38 61 62
5140,68 91 48 41 30
5141,91 48 41 30 42
5142,91 48 41 30 42
5143,91 48 41 30 42
5144,91 48 41 30 42
5145, 5 20 30 36 15
5146,36  6 12 46 29
5147,63 61 81 58 31
5148,36 91 48 41 30
5149,62 18 40 41 57
5150,91 48 41 30 42
5151,91 48 41 30 42
5152,41  1 21 79 91
5153,91 48 41 30 42
5154,91 48 41 30 42
5155,25 42 91 48 41
5156,18 71 34 91 84
5157,91 48 41 30 42
5158,91 48 41 30 42
5159,91 48 41 30 42
5160,83 55 91 21 68
5161,70 41 91 84  4
5162,16 21 92 97 91
5163, 1 45 79 54 24
5164,14 91 48 41 30
5165,40 41 56 70 31
5166,17 83 15 37 50
5167, 5 25 98 91 48
5168,32 91 48 41 30
5169,15 47 91 48 41
5170,76 91 48 41 30
5171,91 48 41 30 42
5172,91 48 41 30 42
5173,91 48 41 30 42
5174, 1 45 79 54 24
5175,36 29 81 46 32
5176,57 82  5 23 38
5177,36  6 12 46 29
5178,18 71 34 91 84
5179,31 98 23 55 17
5180,56 70 98 17 41
5181,91 48 41 30 42
5182,47 48 91 48 41
5183,91 48 41 30 42
5184, 3 32 91 48 41
5185,51 91 48 41 30
5186,91 48 41 30 42
5187,73 41 37 69 91
5188,18 91 48 41 30
5189,82 91 48 41 30
5190,42 39  7 16 47
5191,83 55 91 21 68
5192,91 48 50 91 48
5193,91 48 41 30 42
5194,21 91  9 13 28
5195,40 41 56 70 31
5196,91 48 41 30 42
5197,73 95 68 21 19
5198,10  3 17 83 91
5199,21 91 95 99 19
5200,47 40 77 91 39
5201, 8  5 11 22 64
5202,31 52 57 65 87
5203,91 48 41 30 42
5204,73 95 68 21 19
5205,91 48 41 30 42
5206,21 91  9 13 28
5207,91 48 41 30 42
5208,23 91 48 41 30
5209,91 48 41 30 42
5210,50 91 48 41 30
5211,91 48 41 30 42
5212,91 48 41 30 42
5213, 9 98 76 95 23
5214,91 48 41 30 42
5215,84 50  6 55 68
5216, 1 45 79 24 71
5217,95 18 41 91 37
5218,56 41 70 21 69
5219,40 41 56 70 31
5220,83 55 91 21 68
5221,91 48 41 30 42
5222,91 48 41 30 42
5223,91 48 41 30 42
5224,91 48 41 30 42
5225,91 48 41 30 42
5226,83 91 48 41 30
5227,91 48 41 30 42
5228,56 41 70 21 69
5229,78  8 43 35 82
5230,72  4 94 98  5
5231,50 91 48 41 30
5232,99 29 64 91 48
5233,91 48 41 30 42
5234,43 91 48 41 30
5235,91 48 41 30 42
5236,82 64 46 29 58
5237,91 48 41 30 42
5238,25 42 91 48 41
5239,68  9 91 48 41
5240,82 58 78 91 48
5241,91 48 41 30 42
5242,12 40 93 91 48
5243,91 48 41 30 42
5244,25 16 72  4 47
5245,68 69 97 91 48
5246,91 48 41 30 42
5247,91 48 41 30 42
5248,91 48 41 30 42
5249,91 48 41 30 42
5250,91 48 41 30 42
5251,91 48 41 30 42
5252,95 42 77 91 48
5253,77 91 16 17 18
5254,91 48 41 30 42
5255,91 48 41 30 42
5256,91 48 41 30 42
5257, 1 45 79 54 24
5258,91 48 41 30 42
5259, 1 45 79 54 24
5260,91 25 98 94  4
5261,91 48 41 30 42
5262,91 48 41 30 42
5263,91 48 41 30 42
5264,91 48 41 30 42
5265, 1 45 79 54 24
5266,91 48 41 30 42
5267,91 48 41 30 42
5268,91 48 41 30 42
5269,72  4 70 16 26
5270,91 48 41 30 42
5271,38 91 48 41 30
5272,55 70 16 95  2
5273,91 48 41 30 42
5274,91 48 41 30 42
5275, 1 45 79 54 24
5276,25 11 41 28 91
5277, 2 59 99 37  5
5278,91 48 41 30 42
5279,44 92 65 86 91
5280, 6 16 95 55 69
5281,97 86 30 64 25
5282,91 48 41 30 42
5283, 2 22 91 48 41
5284,91 48 41 30 42
5285,91 48 41 30 42
5286,91 48 41 30 42
5287,82 64 46 29 58
5288,97 86 11  6 99
5289,91 48 41 30 42
5290,91 48 41 30 42
5291,91 48 41 30 42
5292,91 48 41 30 42
5293,91 48 41 30 42
5294, 8 99 64 35  9
5295,25 42 91 48 41
5296,91 48 41 30 42
5297,91 48 41 30 42
5298,91 48 41 30 42
5299,99 91 48 41 30
5300,18 71 34 91 84
5301,19 59 13 49  4
5302,95 21 68 25 70
5303, 1 45 79 54 24
5304,18 71 34 91 84
5305, 3 20 30 62 91
5306,60 61 91 48 41
5307,91 48 41 30 42
5308,91 48 41 30 42
5309,91 48 41 30 42
5310,91 48 41 30 42
5311,22 91 48 41 30
5312,91 48 41 30 42
5313,16 91 48 41 30
5314,11 20 33 91 48
5315, 2 59 99 37  5
5316,91 48 41 30 42
5317,57 12 40 97 50
5318,97 86 11  6 99
5319,91 48 41 30 42
5320,91 48 41 30 42
5321,63 61 85 90 34
5322,23 91 48 41 30
5323,91 48 41 30 42
5324,91 48 41 30 42
5325,36 29 81 46 32
5326,91 48 41 30 42
5327,91 48 41 30 42
5328,91 48 41 30 42
5329,61 81 11 29 30
5330,81 36 91 48 41
5331,85 96 44 91 48
5332,91 48 41 30 42
5333,91 48 41 30 42
5334,91 48 41 30 42
5335, 2 95 18 37 42
5336,91 48 41 30 42
5337,43  6 91 48 41
5338,91 48 41 30 42
5339,28 73 13 32 33
5340,91 15 47 91 48
5341,91 48 41 30 42
5342,91 48 41 30 42
5343, 2 59 99 37  5
5344,91 48 41 30 42
5345,20 43 91 48 41
5346,83 16 48 70  0
5347,97 86 30 64 25
5348,59 16  2 14 12
5349, 7 85 25 12 57
5350,12 48 83 14 30
5351, 1 45 79 54 24
5352,91 48 41 30 42
5353,56 41 70 21 69
5354,76 91 18 41 60
5355,91 48 41 30 42
5356,70 41 91 84  4
5357,91 48 41 30 42
5358,31 50 30 83 90
5359,96 10 18 31 37
5360,99 37 90 25 41
5361,91 48 41 30 42
5362,91 48 41 30 42
5363,91 48 41 30 42
5364,91 48 41 30 42
5365, 9 68 72 95 16
5366,91 48 41 30 42
5367,91 48 41 30 42
5368,91 48 41 30 42
5369,47 61 91 48 41
5370,57 12 40 97 50
5371,36 64  5  6 30
5372, 5 20 30 36 15
5373,95 18 41 91 37
5374,91 48 41 30 42
5375, 2 29 46 64 91
5376,95 91 48 41 30
5377,91 48 41 30 42
5378,56 41 70 21 69
5379,91 48 41 30 42
5380,91 48 41 30 42
5381,68 41 90 91 48
5382,97 86 11  6 99
5383,58 22 62  3 14
5384,91 48 41 30 42
5385,91 48 41 30 42
5386,91 48 41 30 42
5387,91 48 41 30 42
5388,91 48 41 30 42
5389,78  8 43 35 82
5390,91 48 41 30 42
5391,97 86 30 64 25
5392,91 48 41 30 42
5393,91 48 41 30 42
5394,11 12 20 37 62
5395,99 22 25 30 60
5396,91 48 41 30 42
5397,91 48 41 30 42
5398,91 48 41 30 42
5399,91 48 41 30 42
5400,91 48 41 30 42
5401, 5 78 91 48 41
5402,40 41 56 70 31
5403,91 48 41 30 42
5404,91 48 41 30 42
5405,91 48 41 30 42
5406,92 91 48 41 30
5407,81 78 31 76 60
5408,61 81 91 48 41
5409,57 82  5 23 38
5410,91 48 41 30 42
5411,91 48 41 30 42
5412,36 57 29 77 12
5413,91 48 41 30 42
5414,41  4 48  9 33
5415,97 86 30 64 25
5416,97 86 30 64 25
5417,37 50 77 91 48
5418,97 68 37 18 98
5419, 9  6 10 64 91
5420,18 71 34 91 84
5421,25 36 62 81  5
5422,64 25 40 86 75
5423,31 52 57 65 87
5424,21 91 95 99 19
5425,41  1 21 79 91
5426, 2 22 91 48 41
5427,91 48 41 30 42
5428,91 48 41 30 42
5429,91 48 41 30 42
5430,91 48 41 30 42
5431,99 29 64 91 48
5432, 0 21 50 48 41
5433,36 64  5  6 30
5434,99 29 64 91 48
5435,36 57 29 77 12
5436,91 48 41 30 42
5437,11 91 25 72 95
5438,91 48 41 30 42
5439, 6  9 18 42 47
5440,91 48 41 30 42
5441,91 48 41 30 42
5442,91 48 41 30 42
5443,91 48 41 30 42
5444,91 48 41 30 42
5445,91 48 41 30 42
5446,29 89 64 16 76
5447,63  5 37 69 86
5448,36 29 81 46 32
5449,11 12 61 29 36
5450,91 48 41 30 42
5451,16 50 91 48 41
5452,50 13 17 42 91
5453,50 13 17 42 91
5454,95  4 17 21 33
5455,97 68 37 18 98
5456,91 48 41 30 42
5457,91 48 41 30 42
5458,91 48 41 30 42
5459,91 48 41 30 42
5460,91 48 41 30 42
5461,36 82 29 91 48
5462,99 29 64 91 48
5463, 8 99 64 35  9
5464,91 48 41 30 42
5465,22 43 67 91 48
5466, 5 78 91 48 41
5467,91 48 41 30 42
5468, 6 16 10 15 59
5469,91 48 41 30 42
5470,91 48 41 30 42
5471,91 48 41 30 42
5472, 8 99 64 35  9
5473,91 48 41 30 42
5474,91 48 41 30 42
5475, 5 29  3  8 30
5476,91 48 41 30 42
5477,30 37  5 51 76
5478,91 48 41 30 42
5479,91 48 41 30 42
5480, 8 99 64 35  9
5481,91 48 41 30 42
5482,91 48 41 30 42
5483,59 16  2 14 12
5484,56 41 70 21 69
5485,91 48 41 30 42
5486,91 48 41 30 42
5487,91 48 41 30 42
5488,91 40 94 48 13
5489,91 48 41 30 42
5490,91 48 41 30 42
5491,15 25 29 42 57
5492,12 22 46 64 58
5493,67 46 91 48 41
5494,59 16  2 14 12
5495, 2 59 99 37  5
5496,91 48 41 30 42
5497,37 50 77 91 48
5498,21 91 95 99 19
5499, 8 99 64 35  9
5500,83 55 91 21 68
5501,91 48 41 30 42
5502, 9 25 11 37  5
5503,36 91 48 41 30
5504,91 48 41 30 42
5505,91 48 41 30 42
5506,78 90 10 30 58
5507,91 48 41 30 42
5508,91 48 41 30 42
5509,51 91 48 41 30
5510,91 48 41 30 42
5511,23 91 48 41 30
5512,19 68 18 41 91
5513,91 48 41 30 42
5514,91 48 41 30 42
5515,97 86 11  6 99
5516,39 70 72 40 94
5517,91 49  2 97 18
5518,91 48 41 30 42
5519,22  9 34 55 91
5520,50 13 17 42 91
5521,39 70 72 40 94
5522,83 55 91 21 68
5523,91 48 41 30 42
5524, 6 16 95 55 69
5525,50 13 17 42 91
5526,56 41 70 21 69
5527,18 71 34 91 84
5528,91 48 41 30 42
5529,91 48 41 30 42
5530,91 48 41 30 42
5531,36 29 81 46 32
5532,99 29 64 91 48
5533,30 37  5 51 76
5534,91 48 41 30 42
5535,91 48 41 30 42
5536,91 48 41 30 42
5537,91 48 41 30 42
5538,96 10 18 31 37
5539,91 48 41 30 42
5540,83 55 91 21 68
5541, 0 13 26 34 58
5542,91 48 41 30 42
5543,91 48 41 30 42
5544,28 33 77 91 48
5545,25 42 91 48 41
5546,14 86 91 48 41
5547,29 89 64 16 76
5548,36 64  5  6 30
5549, 2 38 78 29 89
5550,91 48 41 30 42
5551,97 86 11  6 99
5552,56 41 70 21 69
5553,40 41 56 70 31
5554,91 48 41 30 42
5555,56 55 91 48 41
5556,25 91 48 41 30
5557,67 91 48 41 30
5558,67 91 48 41 30
5559,91 48 41 30 42
5560,91 48 41 30 42
5561,26 28 73 91 48
5562, 8 99 64 35  9
5563,91 48 41 30 42
5564,63 61 85 90 34
5565,91 48 41 30 42
5566,91 48 41 30 42
5567,55 70 16 95  2
5568,65 52 96 66 87
5569,91 48 41 30 42
5570,91 48 41 30 42
5571,15 25 29 42 57
5572,91 48 41 30 42
5573,65 52 96 66 87
5574,99 29 64 91 48
5575,97 91 48 41 30
5576,67 46 91 48 41
5577,97 68 37 18 98
5578,91 48 41 30 42
5579,91 48 41 30 42
5580,91 48 41 30 42
5581,56 70 41 55 69
5582,47 33 51 50 91
5583,28 97 91 48 41
5584,91 48 41 30 42
5585,31 12 99  7  9
5586,91 48 41 30 42
5587, 0 21 50 48 41
5588,61 91 48 41 30
5589,64 58 37 91 48
5590,91 48 41 30 42
5591,67 46 91 48 41
5592,12 22 46 64 58
5593,91 48 41 30 42
5594, 5 20 30 36 15
5595,91 48 41 30 42
5596,91 48 41 30 42
5597,56 41 70 21 69
5598,91 48 41 30 42
5599,91 48 41 30 42
5600,91 48 41 30 42
5601,15 99 86 91 48
5602, 2 59 99 37  5
5603,22 43 67 91 48
5604,91 48 41 30 42
5605,91 48 41 30 42
5606,91 48 41 30 42
5607,91 48 41 30 42
5608,83  6 18 90 15
5609,85 57 33 64  6
5610,91 48 41 30 42
5611,21 91 95 99 19
5612,91 48 41 30 42
5613,91 48 41 30 42
5614,91 48 41 30 42
5615, 8 99 64 35  9
5616,91 48 41 30 42
5617,61 91 48 41 30
5618,56 41 70 21 69
5619,91 48 41 30 42
5620,65 52 96 66 87
5621, 1 45 79 24 71
5622,91 48 41 30 42
5623, 2 59 99 37  5
5624, 1 45 79 54 24
5625,85 57 33 64  6
5626, 7 85 25 12 57
5627,91 48 41 30 42
5628,91 48 41 30 42
5629,91 48 41 30 42
5630,44 81 36 78 63
5631,91 48 41 30 42
5632,83 16 48 70  0
5633,91 49  2 97 18
5634,36 64  5  6 30
5635, 1 45 79 54 24
5636,91 48 41 30 42
5637,91 48 41 30 42
5638,91 48 41 30 42
5639, 4 91 48 41 30
5640,21 91 95 99 19
5641,83 55 91 21 68
5642,16 21 92 97 91
5643, 1 45 79 54 24
5644,39 70 72 40 94
5645,91 48 41 30 42
5646,91 48 41 30 42
5647,91 48 41 30 42
5648,73 72 96 91 48
5649,83 55 91 21 68
5650,85 57 33 64  6
5651,91 48 41 30 42
5652,91 48 41 30 42
5653,91 48 41 30 42
5654, 6 28 77 25 14
5655, 2 59 99 37  5
5656,36  6 12 46 29
5657,91 48 41 30 42
5658,91 48 41 30 42
5659, 6 16 95 55 69
5660,91 48 41 30 42
5661,91 48 41 30 42
5662,91 48 41 30 42
5663,61 91 48 41 30
5664, 4 68 14 16 50
5665,83 55 91 21 68
5666,91 48 41 30 42
5667,82 64 46 29 58
5668,82 58 78 91 48
5669,91 48 41 30 42
5670,91 48 41 30 42
5671,31 50 30 83 90
5672, 3 91 91 48 41
5673,97 91 48 41 30
5674,29 89 64 16 76
5675,15 25 29 42 57
5676,91 48 41 30 42
5677,91 48 41 30 42
5678,91 48 41 30 42
5679,91 48 41 30 42
5680,91 48 41 30 42
5681,95 37 97 91 48
5682,97 86 30 64 25
5683,36 64  5  6 30
5684,91 48 41 30 42
5685,91 48 41 30 42
5686,36 57 29 77 12
5687,91 48 41 30 42
5688,91 48 41 30 42
5689,91 48 41 30 42
5690,91 48 41 30 42
5691,91 48 41 30 42
5692,91 48 41 30 42
5693,91 48 41 30 42
5694,91 48 41 30 42
5695,82 64 46 29 58
5696, 2 59 99 37  5
5697,91 48 41 30 42
5698,91 48 41 30 42
5699,78 90 10 30 58
5700,91 48 41 30 42
5701,37 44 91 48 41
5702,91 48 41 30 42
5703, 9 25 11 37  5
5704,32 16 23 47 48
5705,16 68 89 91 48
5706,91 48 41 30 42
5707,91 48 41 30 42
5708, 0 21 97 96 98
5709,68 41 90 91 48
5710,97 86 11  6 99
5711,97 86 30 64 25
5712,32 12 10 81  7
5713,91 48 41 30 42
5714,91 48 41 30 42
5715,83 55 91 21 68
5716,91 48 41 30 42
5717,56 41 70 21 69
5718,91 48 41 30 42
5719,91 48 41 30 42
5720,85  7 12 15 29
5721,65 52 96 66 87
5722,91 48 41 30 42
5723,48  0  9 18 32
5724,36  6 12 46 29
5725,91 48 41 30 42
5726,91 48 41 30 42
5727,91 48 41 30 42
5728,28 73 13 32 33
5729, 1 45 79 24 71
5730,21 91 95 99 19
5731,91 48 41 30 42
5732,91 48 41 30 42
5733,56 41 70 21 69
5734,99 29 64 91 48
5735,91 48 41 30 42
5736,91 48 41 30 42
5737,34 91 48 41 30
5738,91 48 41 30 42
5739,91 48 41 30 42
5740,91 48 41 30 42
5741,91 25 98 94  4
5742,91 48 41 30 42
5743,91 48 41 30 42
5744,91 48 41 30 42
5745,56 33 50 91 48
5746, 8 91 48 41 30
5747,57 12 40 97 50
5748,97 86 30 64 25
5749,91 48 41 30 42
5750,19 59 13 49  4
5751,70 17 72 91 48
5752,65 52 96 66 87
5753,91 48 41 30 42
5754,91 48 41 30 42
5755,91 48 41 30 42
5756,91 48 41 30 42
5757,91 48 41 30 42
5758,97 86 11  6 99
5759,91 48 41 30 42
5760,91 48 41 30 42
5761,61 81 91 48 41
5762,91 48 41 30 42
5763,65 52 96 66 87
5764,91 48 41 30 42
5765,91 48 41 30 42
5766,11 12 20 37 62
5767,51 91 48 41 30
5768,91 48 41 30 42
5769,21 69 26 65 75
5770,38 46 61 91 48
5771,91 48 41 30 42
5772,91 48 41 30 42
5773,57 12 40 97 50
5774,91 48 41 30 42
5775,91 48 41 30 42
5776,91 48 41 30 42
5777,31 12 99  7  9
5778,91 48 41 30 42
5779, 2 95 18 37 42
5780,12 22 46 64 58
5781,91 48 41 30 42
5782, 2 38 78 29 89
5783,78  8 43 35 82
5784,91 48 41 30 42
5785,29 89 64 16 76
5786,68 41 90 91 48
5787,62 18 40 41 57
5788,91 48 41 30 42
5789,91 48 41 30 42
5790,77 91 16 17 18
5791,42 39  7 16 47
5792,18 71 34 91 84
5793, 1 45 79 54 24
5794,91 48 41 30 42
5795,91 48 41 30 42
5796,91 48 41 30 42
5797, 2 38 78 29 89
5798,78  8 43 35 82
5799,15 35 99  8  9
5800,57 12 40 97 50
5801,91 48 41 30 42
5802, 1 45 79 54 24
5803,91 48 41 30 42
5804,77 50 72 95 91
5805,91 48 41 30 42
5806,91 48 41 30 42
5807,91 48 41 30 42
5808,65 52 87 66 84
5809,36 64  5  6 30
5810,91 48 41 30 42
5811,95 91 48 41 30
5812,77 94 13 95 16
5813,32 91 48 41 30
5814,30 36 91 48 41
5815,12 91 48 41 30
5816,18  4  5  6 16
5817,99 29 64 91 48
5818,91 48 41 30 42
5819,91 48 41 30 42
5820,91 48 41 30 42
5821,91 48 41 30 42
5822,55 70 16 95  2
5823,91 48 41 30 42
5824,91 48 41 30 42
5825,91 48 41 30 42
5826, 0 21 50 48 41
5827, 0 13 92 91 48
5828,91 48 41 30 42
5829,91 48 41 30 42
5830,78 90 10 30 58
5831,56 41 70 21 69
5832,81 63 30 92 12
5833,10 18 72 91 48
5834, 1 45 79 54 24
5835,91 48 41 30 42
5836,85 57 33 64  6
5837,91 48 41 30 42
5838,91 48 41 30 42
5839,91 48 41 30 42
5840,21 49 77 83 91
5841,91 48 41 30 42
5842,91 48 41 30 42
5843,91 48 41 30 42
5844,36 64  5  6 30
5845,91 48 41 30 42
5846,91 48 41 30 42
5847,91 48 41 30 42
5848,91 48 41 30 42
5849,91 48 41 30 42
5850,77 91 16 17 18
5851,21 91 95 99 19
5852,83 91 48 41 30
5853,36  6 12 46 29
5854,38 91 48 41 30
5855,97 86 30 64 25
5856,12 22 46 64 58
5857,97 86 30 64 25
5858,91 48 41 30 42
5859,91 48 41 30 42
5860,91 48 41 30 42
5861,91 48 41 30 42
5862,29 91 48 41 30
5863, 0 21 50 48 41
5864,68 41 90 91 48
5865,91 48 41 30 42
5866,91 48 41 30 42
5867,91 48 41 30 42
5868,57 12 40 97 50
5869,91 48 41 30 42
5870,78  3 22  8 30
5871,61 91 48 41 30
5872,91 48 41 30 42
5873,81 46 67 78 91
5874,36  6 12 46 29
5875,36 91 48 41 30
5876,91 48 41 30 42
5877,91 48 41 30 42
5878,91 48 41 30 42
5879,91 48 41 30 42
5880,91 48 41 30 42
5881,85 57 60 46 91
5882, 0 21 97 96 98
5883,56 41 70 21 69
5884,91 48 41 30 42
5885,91 48 41 30 42
5886,97 86 30 64 25
5887,57 12 40 97 50
5888,36 64  5  6 30
5889,91 48 41 30 42
5890,81  2 57 91 48
5891,91 48 41 30 42
5892,36  6 12 46 29
5893,91 48 41 30 42
5894,91 48 41 30 42
5895,36 64  5  6 30
5896,91 48 41 30 42
5897,13 76 57 35  8
5898,62 18 40 41 57
5899,91 48 41 30 42
5900,91 48 41 30 42
5901,91 48 41 30 42
5902,56 70 98 17 41
5903, 1 45 79 24 71
5904,91 48 41 30 42
5905,91 48 41 30 42
5906,91 16 95 28 21
5907,68  9 91 48 41
5908,83 37 40 68 91
5909, 9 68 72 95 16
5910, 5 15 37 39 47
5911,91 48 41 30 42
5912,83 55 91 21 68
5913,91 48 41 30 42
5914,91 48 41 30 42
5915,73 95 68 21 19
5916,28 91 48 41 30
5917,41 42 47 94 91
5918, 1 45 79 54 24
5919,91 48 41 30 42
5920, 1 45 79 54 24
5921,25 91 48 41 30
5922,91 48 41 30 42
5923,91 48 41 30 42
5924,91 48 41 30 42
5925,91 48 41 30 42
5926,91 48 41 30 42
5927,91 48 41 30 42
5928,91 48 41 30 42
5929,91 48 41 30 42
5930,91 48 41 30 42
5931,91 48 41 30 42
5932,20 30 91 48 41
5933,20 91 48 41 30
5934,91 48 41 30 42
5935,91 48 41 30 42
5936, 1 45 79 54 24
5937,21 91 95 99 19
5938,26 91 48 41 30
5939,91 48 41 30 42
5940,91 48 41 30 42
5941,91 48 41 30 42
5942,91 48 41 30 42
5943, 6 16 95 55 69
5944,40 70 91 48 41
5945,16 91 48 41 30
5946,91 48 41 30 42
5947,91 48 41 30 42
5948,58 57 85 97 91
5949,91 48 41 30 42
5950,99  7 94 48 91
5951,91 48 41 30 42
5952,99  7 94 48 91
5953,91 48 41 30 42
5954,83 55 91 21 68
5955,97 86 11  6 99
5956,91 48 41 30 42
5957, 2 48 50 40 59
5958, 1 45 79 54 24
5959,18 59  2 13 91
5960,43 91 48 41 30
5961,91 48 41 30 42
5962,91 48 41 30 42
5963,91 48 41 30 42
5964,97 91 48 41 30
5965,91 48 41 30 42
5966,20 91 48 41 30
5967,91 48 41 30 42
5968,48 91 48 41 30
5969,33 30 43 47  7
5970,91 48 41 30 42
5971,28 73 13 32 33
5972,16 91 48 41 30
5973,91 48 41 30 42
5974,56 41 70 21 69
5975,62 36 63 91 48
5976, 1 45 79 54 24
5977,91 48 41 30 42
5978,91 48 41 30 42
5979,18 19 59  6 16
5980,95 18 41 91 37
5981,91 48 41 30 42
5982,97 86 11  6 99
5983,25 11 41 28 91
5984,91 48 41 30 42
5985,34 54 65 66 71
5986, 6 16 95 55 69
5987,56 41 70 21 69
5988,91 48 41 30 42
5989,96 91 48 41 30
5990,10 18 72 91 48
5991,91 48 41 30 42
5992,91 48 41 30 42
5993,44 81 36 78 63
5994,91 48 41 30 42
5995, 1 45 79 54 24
5996,97 86 11  6 99
5997,97 86 30 64 25
5998,69 22 97 91 48
5999, 2 22 91 48 41
6000,97 11 91 48 41
6001,91 48 41 30 42
6002,91 48 41 30 42
6003,91 48 41 30 42
6004,12 91 48 41 30
6005,25 91 48 41 30
6006,91 48 41 30 42
6007,91 48 41 30 42
6008, 6 16 91 48 41
6009,91 48 41 30 42
6010,91 48 41 30 42
6011,85  7 12 15 29
6012, 0 21 50 48 41
6013,91 48 41 30 42
6014,18 23 28 76 91
6015,91 48 41 30 42
6016,13 76 57 35  8
6017,91 48 41 30 42
6018,91 48 41 30 42
6019,91 48 41 30 42
6020,63 61 85 90 34
6021,10  3 17 83 91
6022,41  0 42 33 11
6023,91 48 41 30 42
6024,91 48 41 30 42
6025,91 48 41 30 42
6026,51 68 18 91 97
6027,91 48 41 30 42
6028,91 48 41 30 42
6029,56 41 70 21 69
6030, 0  5  7  9 41
6031,22  9 34 55 91
6032,10 22 26 84 89
6033,83 55 91 21 68
6034,56 41 70 21 69
6035,65 52 87 66 84
6036,96 26 17 98 41
6037,44 92 65 86 91
6038,91 48 41 30 42
6039,91 48 41 30 42
6040, 0 21 97 96 98
6041,56 41 70 21 69
6042,91 48 41 30 42
6043,39 70 72 40 94
6044,22  9 34 55 91
6045,91 48 41 30 42
6046,91 48 41 30 42
6047,58 60 91 48 41
6048,91 48 41 30 42
6049,13 76 57 35  8
6050,63 61 85 90 34
6051,15 36 46 12 57
6052,57 12 40 97 50
6053,91 48 41 30 42
6054,91 48 41 30 42
6055,82 64 46 29 58
6056,91 48 41 30 42
6057,91 48 41 30 42
6058,40 23 34 48 94
6059,91 48 41 30 42
6060,50  4 39 10 23
6061,59 16  2 14 12
6062,68 69 95 91 48
6063, 1 45 79 54 24
6064,33 84 96 73 26
6065,91 48 41 30 42
6066,91 48 41 30 42
6067,59 16  2 14 12
6068,91 48 41 30 42
6069,60 91 48 41 30
6070,36  6 12 46 29
6071,36 64  5  6 30
6072,27 80 74 91 48
6073,99 29 64 91 48
6074,36 29 81 46 32
6075,91 48 41 30 42
6076,29 89 64 16 76
6077,91 48 41 30 42
6078,81  2 57 91 48
6079,91 48 41 30 42
6080,91 48 41 30 42
6081,91 48 41 30 42
6082,91 48 41 30 42
6083,91 48 41 30 42
6084,78 91 48 41 30
6085,91 48 41 30 42
6086,30 36 91 48 41
6087,29 89 64 16 76
6088, 7 29 46 91 48
6089,95 18 41 91 37
6090, 1 45 79 54 24
6091,91 48 41 30 42
6092,63 61 85 90 34
6093,82 76 60 67 12
6094,36  6 12 46 29
6095,97 86 30 64 25
6096, 5 29  3  8 30
6097,91 48 41 30 42
6098,12 91 48 41 30
6099,85 12 63 82 91
6100,16  4  6 13 47
6101,91 48 41 30 42
6102, 1 45 79 24 71
6103,95 18 41 91 37
6104,62 36 63 91 48
6105,85 57 60 46 91
6106,16 18 48 59 91
6107,91 48 41 30 42
6108,91 48 41 30 42
6109,28 91 91 48 41
6110,91 48 41 30 42
6111,91 48 41 30 42
6112,91 48 41 30 42
6113,24 45 91 48 41
6114,39  6 91 48 41
6115,91 48 41 30 42
6116,81 78 31 76 60
6117,91 48 41 30 42
6118,91 48 41 30 42
